CourtLink, which has 160 employees, developed a filing system that enables judges, lawyers and court clerks to process pleadings, motions and other documents electronically over a secure connection.
0	"160 employees"	"be has by"	"CourtLink"
At least 8 schoolchildren were killed and at least 15 people were wounded when a deranged man burst into an elementary school near Osaka and began stabbing students and teachers with a kitchen knife.
92	"At least 8 schoolchildren"	"were killed"
92	"a deranged man"	"began stabbing students with"	"a kitchen knife"
92	"a deranged man"	"began stabbing teachers with"	"a kitchen knife"
92	"a deranged man"	"began stabbing"	"students and teachers"
92	"a deranged man"	"began"	"stabbing students and teachers when"
92	"a deranged man"	"began"	"stabbing students and teachers with a kitchen knife when"
92	"a deranged man"	"began"	"stabbing students and teachers with a kitchen knife"
92	"a deranged man"	"began"	"stabbing students and teachers"
92	"a deranged man"	"began"	"stabbing students when"
92	"a deranged man"	"began"	"stabbing students with a kitchen knife when"
92	"a deranged man"	"began"	"stabbing students with a kitchen knife"
92	"a deranged man"	"began"	"stabbing students"
92	"a deranged man"	"began"	"stabbing teachers when"
92	"a deranged man"	"began"	"stabbing teachers with a kitchen knife when"
92	"a deranged man"	"began"	"stabbing teachers with a kitchen knife"
92	"a deranged man"	"began"	"stabbing teachers"
92	"a deranged man"	"burst into"	"an elementary school"
92	"a deranged man"	"burst"	"into an elementary school near Osaka when"
92	"a deranged man"	"burst"	"into an elementary school near Osaka"
92	"an elementary school"	"began stabbing"	"students and teachers"
92	"at least 15 people"	"were wounded"	"when a deranged man began stabbing students with a kitchen knife"
92	"at least 15 people"	"were wounded"	"when a deranged man began stabbing teachers with a kitchen knife"
92	"at least 15 people"	"were wounded"	"when a deranged man burst into an elementary school near Osaka and began stabbing students and teachers with a kitchen knife"
92	"at least 15 people"	"were wounded"	"when a deranged man burst into an elementary school near Osaka"
92	"students and teachers"	"be stabbing with"	"a kitchen knife"
Fans paid close attention to the game, and the reason was Marcus Camby.
93	"Fans"	"paid close attention to"	"the game"
93	"Fans"	"paid"	"close attention to the game"
93	"Fans"	"paid"	"close attention"
93	"Fans"	"was"	"Marcus Camby"
93	"close attention"	"be paid to"	"the game"
93	"the reason"	"paid close attention to"	"the game"
93	"the reason"	"paid"	"close attention"
93	"the reason"	"was"	"Marcus Camby"
Russia's eavesdropping station at Lourdes, Cuba, is a cold war jewel: 28 square miles of antennae and computers that message Russian embassies, submarines and spies, and vacuum up U.S. satellite and radio communications.
94	"28 square miles of antennae and computers"	"message"	"Russian embassies submarines and spies"
94	"28 square miles of antennae and computers"	"vacuum up"	"U.S. satellite and radio communications"
94	"28 square miles of antennae"	"message"	"Russian embassies"
94	"28 square miles of antennae"	"message"	"Russian spies"
94	"28 square miles of antennae"	"message"	"Russian submarines"
94	"28 square miles of antennae"	"vacuum up"	"U.S. satellite"
94	"28 square miles of antennae"	"vacuum up"	"radio communications"
94	"28 square miles of computers"	"message"	"Russian embassies"
94	"28 square miles of computers"	"message"	"Russian spies"
94	"28 square miles of computers"	"message"	"Russian submarines"
94	"28 square miles of computers"	"vacuum up"	"U.S. satellite"
94	"28 square miles of computers"	"vacuum up"	"radio communications"
94	"Lourdes"	"be Russia 's eavesdropping station at"	"Cuba"
94	"Lourdes"	"is"	"a cold war jewel"
94	"Russia 's eavesdropping station at Lourdes Cuba"	"is"	"a cold war jewel 28 square miles of antennae and computers"
94	"Russia 's eavesdropping station at Lourdes Cuba"	"is"	"a cold war jewel 28 square miles of antennae"
94	"Russia 's eavesdropping station at Lourdes Cuba"	"is"	"a cold war jewel 28 square miles of computers"
94	"Russia 's eavesdropping station"	"is"	"a cold war jewel"
94	"Russia"	"has"	"eavesdropping station at Lourdes Cuba"
94	"a cold war jewel"	"be Russia 's eavesdropping station at"	"Lourdes"
A report in the Egos & Ids column of Styles of the Times on July 26 omitted the name of Annette Tab ert's co-author for the forthcoming book "The Power of Style."
95	"A report in the Egos & Ids column of Styles of the Times on July 26"	"omitted"	"the name of Annette Tab ert 's co-author for the forthcoming book The Power of Style"
95	"A report in the Egos & Ids column of Styles of the Times on July 26"	"omitted"	"the name of Annette Tab ert 's co-author"
95	"A report"	"omitted"	"the name of Annette Tab ert 's co-author"
95	"Annette Tab ert"	"has"	"co-author"
It was "The Wife of Governor Dufresne."
96	"It"	"was The Wife of"	"Governor Dufresne"
96	"It"	"was"	"The Wife of Governor Dufresne"
96	"It"	"was"	"The Wife"
Union officials say they are pleased with the G.H.I. plan and they assert that the main reason they are being asked to pay premiums is that the Oxford plan is costing Barnard $63,000 more than G.H.I.
97	"Union officials"	"say"
97	"Union officials"	"say"	"they"
97	"the Oxford plan"	"is costing"	"Barnard $ 63,000 more than G.H.I."
97	"the Oxford plan"	"is costing"	"Barnard $ 63,000 more"
97	"the main reason"	"is"	"that the Oxford plan is costing Barnard $ 63,000 more than G.H.I."
97	"they"	"are being asked in"	"the main reason"
97	"they"	"are being asked to pay"	"premiums"
97	"they"	"are being asked"	"to pay premiums the main reason"
97	"they"	"are pleased with"	"the G.H.I. plan"
97	"they"	"are pleased with"	"the G.H.I. plan"	"[attrib=Union officials say]"
97	"they"	"are pleased"	"with the G.H.I. plan"
97	"they"	"assert"	"that the main reason is that the Oxford plan is costing Barnard $ 63,000 more than G.H.I."
97	"they"	"to pay"	"premiums"
He chose not to do that.
98	"He"	"chose not to do"	"that"
98	"He"	"chose"	"not to do that"
The menu, imported from Ben's Deli in Queens, includes matzoh ball soup, corned beef and pastrami sandwiches, chopped liver, kishke and knishes.
99	"Ben 's Deli"	"includes"	"matzoh ball soup"
99	"Ben"	"has"	"Deli in Queens"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"chopped liver"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"corned beef pastrami sandwiches"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"corned beef"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"kishke"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"knishes"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"matzoh ball soup , corned beef and pastrami sandwiches"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"matzoh ball soup corned beef and pastrami sandwiches chopped liver kishke and knishes"
99	"The menu imported from Ben 's Deli in Queens"	"includes"	"matzoh ball soup"
99	"The menu"	"be imported from"	"Ben 's Deli"
99	"The menu"	"be imported"	"from Ben 's Deli in Queens"
99	"matzoh ball soup"	"chopped"	"liver , kishke and knishes"
Ashcroft said afterward, through Mr. Hilton, that the talk had been "even and businesslike" and that he had made the point that there would be no peace between him and the Governor until the Governor and his fellow Missouri Democrats demonstrated good faith by ending their practice of "hate politics."
100	"Ashcroft"	"said afterward through"	"Mr. Hilton"
100	"Ashcroft"	"said"	"afterward that he had made the point that there would be no peace between him and the Governor until his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"afterward that he had made the point that there would be no peace between him and the Governor until the Governor demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"afterward that the talk had been businesslike"
100	"Ashcroft"	"said"	"afterward that the talk had been even and businesslike and that he had made the point that there would be no peace between him and the Governor until the Governor and his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"afterward that the talk had been even"
100	"Ashcroft"	"said"	"that he had made the point that there would be no peace between him and the Governor until his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"that he had made the point that there would be no peace between him and the Governor until the Governor demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"that the talk had been businesslike"
100	"Ashcroft"	"said"	"that the talk had been even and businesslike and that he had made the point that there would be no peace between him and the Governor until the Governor and his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"that the talk had been even"
100	"Ashcroft"	"said"	"through Mr. Hilton that he had made the point that there would be no peace between him and the Governor until his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"through Mr. Hilton that he had made the point that there would be no peace between him and the Governor until the Governor demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"through Mr. Hilton that the talk had been businesslike"
100	"Ashcroft"	"said"	"through Mr. Hilton that the talk had been even and businesslike and that he had made the point that there would be no peace between him and the Governor until the Governor and his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"Ashcroft"	"said"	"through Mr. Hilton that the talk had been even"
100	"he"	"had made"	"the point that there would be no peace between him and the Governor until his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"he"	"had made"	"the point that there would be no peace between him and the Governor until the Governor and his fellow Missouri Democrats demonstrated good faith by ending their practice of hate politics"
100	"he"	"had made"	"the point that there would be no peace between him and the Governor until the Governor demonstrated good faith by ending their practice of hate politics"
100	"he"	"had made"	"the point"
100	"he"	"had made"	"the point"	"[attrib=Ashcroft said afterward]"
100	"his fellow Missouri Democrats"	"demonstrated"	"good faith by ending their practice of hate politics"
100	"his fellow Missouri Democrats"	"demonstrated"	"good faith"
100	"his"	"has"	"fellow Missouri Democrats"
100	"the Governor and his fellow Missouri Democrats"	"demonstrated"	"good faith by ending their practice of hate politics"
100	"the Governor and his fellow Missouri Democrats"	"demonstrated"	"good faith"
100	"the Governor"	"demonstrated"	"good faith by ending their practice of hate politics"
100	"the Governor"	"demonstrated"	"good faith"
100	"the talk"	"had been"	"businesslike"
100	"the talk"	"had been"	"even and businesslike"
100	"the talk"	"had been"	"even"
100	"the talk"	"had made"	"the point"	"[attrib=Ashcroft said afterward]"
100	"their"	"has"	"practice of hate politics"
But while it may surprise anyone who has been stung by them, yellow jackets actually have a reason for existing and a place in the universe.
101	"anyone"	"has been stung by"	"them"
101	"anyone"	"has been stung"	"by them"
101	"it"	"may surprise"	"anyone who has been stung by them"
101	"it"	"may surprise"	"anyone"
